Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Cowley Ridge (CRW1),38,18,2015,4,2,18,5
Enmax Taber (TAB1),81,3,2015,4,2,18,5
Ghost Pine (NEP1),82,50,2015,4,2,18,5
Halkirk Wind Power Facility (HAL1),150,38,2015,4,2,18,5
Kettles Hill (KHW1),63,49,2015,4,2,18,5
McBride Lake Windfarm (AKE1),73,0,2015,4,2,18,5
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,2,18,5
Soderglen Wind  (GWW1),71,6,2015,4,2,18,5
Summerview 1 (IEW1),66,5,2015,4,2,18,5
Summerview 2 (IEW2),66,1,2015,4,2,18,5
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,5
Suncor Magrath (SCR2),30,0,2015,4,2,18,5
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,5
Ardenville Wind (ARD1),68,9,2015,4,2,18,6
Blackspring Ridge (BSR1),300,0,2015,4,2,18,6
Blue Trail Wind (BTR1),66,0,2015,4,2,18,6
Castle River #1 (CR1),39,31,2015,4,2,18,6
Castle Rock Wind Farm (CRR1),77,37,2015,4,2,18,6
Cowley Ridge (CRW1),38,16,2015,4,2,18,6
Enmax Taber (TAB1),81,3,2015,4,2,18,6
Ghost Pine (NEP1),82,51,2015,4,2,18,6
Halkirk Wind Power Facility (HAL1),150,37,2015,4,2,18,6
Kettles Hill (KHW1),63,50,2015,4,2,18,6
McBride Lake Windfarm (AKE1),73,0,2015,4,2,18,6
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,2,18,6
Soderglen Wind  (GWW1),71,6,2015,4,2,18,6
Summerview 1 (IEW1),66,7,2015,4,2,18,6
Summerview 2 (IEW2),66,1,2015,4,2,18,6
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,6
Suncor Magrath (SCR2),30,0,2015,4,2,18,6
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,6
Ardenville Wind (ARD1),68,9,2015,4,2,18,7
Blackspring Ridge (BSR1),300,0,2015,4,2,18,7
Blue Trail Wind (BTR1),66,0,2015,4,2,18,7
Castle River #1 (CR1),39,31,2015,4,2,18,7
Castle Rock Wind Farm (CRR1),77,38,2015,4,2,18,7
Cowley Ridge (CRW1),38,16,2015,4,2,18,7
Enmax Taber (TAB1),81,4,2015,4,2,18,7
Ghost Pine (NEP1),82,52,2015,4,2,18,7
Halkirk Wind Power Facility (HAL1),150,37,2015,4,2,18,7
Kettles Hill (KHW1),63,52,2015,4,2,18,7
McBride Lake Windfarm (AKE1),73,0,2015,4,2,18,7
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,2,18,7
Soderglen Wind  (GWW1),71,6,2015,4,2,18,7
Summerview 1 (IEW1),66,7,2015,4,2,18,7
Summerview 2 (IEW2),66,1,2015,4,2,18,7
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,7
Suncor Magrath (SCR2),30,0,2015,4,2,18,7
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,7
Ardenville Wind (ARD1),68,9,2015,4,2,18,8
Blackspring Ridge (BSR1),300,0,2015,4,2,18,8
Blue Trail Wind (BTR1),66,1,2015,4,2,18,8
Castle River #1 (CR1),39,31,2015,4,2,18,8
Castle Rock Wind Farm (CRR1),77,39,2015,4,2,18,8
Cowley Ridge (CRW1),38,20,2015,4,2,18,8
Enmax Taber (TAB1),81,4,2015,4,2,18,8
Ghost Pine (NEP1),82,52,2015,4,2,18,8
Halkirk Wind Power Facility (HAL1),150,37,2015,4,2,18,8
Kettles Hill (KHW1),63,54,2015,4,2,18,8
McBride Lake Windfarm (AKE1),73,0,2015,4,2,18,8
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,2,18,8
Soderglen Wind  (GWW1),71,7,2015,4,2,18,8
Summerview 1 (IEW1),66,7,2015,4,2,18,8
Summerview 2 (IEW2),66,1,2015,4,2,18,8
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,8
Suncor Magrath (SCR2),30,0,2015,4,2,18,8
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,8
Ardenville Wind (ARD1),68,7,2015,4,2,18,9
Blackspring Ridge (BSR1),300,0,2015,4,2,18,9
Blue Trail Wind (BTR1),66,1,2015,4,2,18,9
Castle River #1 (CR1),39,31,2015,4,2,18,9
Castle Rock Wind Farm (CRR1),77,41,2015,4,2,18,9
Cowley Ridge (CRW1),38,21,2015,4,2,18,9
Enmax Taber (TAB1),81,4,2015,4,2,18,9
Ghost Pine (NEP1),82,52,2015,4,2,18,9
Halkirk Wind Power Facility (HAL1),150,35,2015,4,2,18,9
Kettles Hill (KHW1),63,55,2015,4,2,18,9
McBride Lake Windfarm (AKE1),73,0,2015,4,2,18,9
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,2,18,9
Soderglen Wind  (GWW1),71,9,2015,4,2,18,9
Summerview 1 (IEW1),66,7,2015,4,2,18,9
Summerview 2 (IEW2),66,2,2015,4,2,18,9
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,9
Suncor Magrath (SCR2),30,0,2015,4,2,18,9
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,9
Ardenville Wind (ARD1),68,7,2015,4,2,18,10
Blackspring Ridge (BSR1),300,0,2015,4,2,18,10
Blue Trail Wind (BTR1),66,0,2015,4,2,18,10
Castle River #1 (CR1),39,29,2015,4,2,18,10
Castle Rock Wind Farm (CRR1),77,42,2015,4,2,18,10
Cowley Ridge (CRW1),38,19,2015,4,2,18,10
Enmax Taber (TAB1),81,4,2015,4,2,18,10
Ghost Pine (NEP1),82,51,2015,4,2,18,10
Halkirk Wind Power Facility (HAL1),150,33,2015,4,2,18,10
Kettles Hill (KHW1),63,52,2015,4,2,18,10
McBride Lake Windfarm (AKE1),73,0,2015,4,2,18,10
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,2,18,10
Soderglen Wind  (GWW1),71,11,2015,4,2,18,10
Summerview 1 (IEW1),66,7,2015,4,2,18,10
Summerview 2 (IEW2),66,2,2015,4,2,18,10
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,10
Suncor Magrath (SCR2),30,0,2015,4,2,18,10
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,10
Ardenville Wind (ARD1),68,8,2015,4,2,18,11
Blackspring Ridge (BSR1),300,0,2015,4,2,18,11
Blue Trail Wind (BTR1),66,0,2015,4,2,18,11
Castle River #1 (CR1),39,31,2015,4,2,18,11
Castle Rock Wind Farm (CRR1),77,41,2015,4,2,18,11
Cowley Ridge (CRW1),38,20,2015,4,2,18,11
Enmax Taber (TAB1),81,4,2015,4,2,18,11
Ghost Pine (NEP1),82,50,2015,4,2,18,11
Halkirk Wind Power Facility (HAL1),150,35,2015,4,2,18,11
Kettles Hill (KHW1),63,56,2015,4,2,18,11
McBride Lake Windfarm (AKE1),73,0,2015,4,2,18,11
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,2,18,11
Soderglen Wind  (GWW1),71,13,2015,4,2,18,11
Summerview 1 (IEW1),66,7,2015,4,2,18,11
Summerview 2 (IEW2),66,1,2015,4,2,18,11
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,11
Suncor Magrath (SCR2),30,0,2015,4,2,18,11
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,11
Ardenville Wind (ARD1),68,7,2015,4,2,18,12
Blackspring Ridge (BSR1),300,0,2015,4,2,18,12
Blue Trail Wind (BTR1),66,0,2015,4,2,18,12
Castle River #1 (CR1),39,31,2015,4,2,18,12
Castle Rock Wind Farm (CRR1),77,46,2015,4,2,18,12
Cowley Ridge (CRW1),38,20,2015,4,2,18,12
Enmax Taber (TAB1),81,4,2015,4,2,18,12
Ghost Pine (NEP1),82,49,2015,4,2,18,12
Halkirk Wind Power Facility (HAL1),150,36,2015,4,2,18,12
Kettles Hill (KHW1),63,59,2015,4,2,18,12
McBride Lake Windfarm (AKE1),73,2,2015,4,2,18,12
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,2,18,12
Soderglen Wind  (GWW1),71,14,2015,4,2,18,12
Summerview 1 (IEW1),66,8,2015,4,2,18,12
Summerview 2 (IEW2),66,1,2015,4,2,18,12
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,12
Suncor Magrath (SCR2),30,0,2015,4,2,18,12
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,12
Ardenville Wind (ARD1),68,8,2015,4,2,18,13
Blackspring Ridge (BSR1),300,0,2015,4,2,18,13
Blue Trail Wind (BTR1),66,2,2015,4,2,18,13
Castle River #1 (CR1),39,33,2015,4,2,18,13
Castle Rock Wind Farm (CRR1),77,47,2015,4,2,18,13
Cowley Ridge (CRW1),38,22,2015,4,2,18,13
Enmax Taber (TAB1),81,4,2015,4,2,18,13
Ghost Pine (NEP1),82,49,2015,4,2,18,13
Halkirk Wind Power Facility (HAL1),150,36,2015,4,2,18,13
Kettles Hill (KHW1),63,58,2015,4,2,18,13
McBride Lake Windfarm (AKE1),73,4,2015,4,2,18,13
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,2,18,13
Soderglen Wind  (GWW1),71,14,2015,4,2,18,13
Summerview 1 (IEW1),66,8,2015,4,2,18,13
Summerview 2 (IEW2),66,1,2015,4,2,18,13
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,13
Suncor Magrath (SCR2),30,0,2015,4,2,18,13
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,13
Ardenville Wind (ARD1),68,9,2015,4,2,18,14
Blackspring Ridge (BSR1),300,0,2015,4,2,18,14
Blue Trail Wind (BTR1),66,2,2015,4,2,18,14
Castle River #1 (CR1),39,33,2015,4,2,18,14
Castle Rock Wind Farm (CRR1),77,50,2015,4,2,18,14
Cowley Ridge (CRW1),38,23,2015,4,2,18,14
Enmax Taber (TAB1),81,4,2015,4,2,18,14
Ghost Pine (NEP1),82,50,2015,4,2,18,14
Halkirk Wind Power Facility (HAL1),150,38,2015,4,2,18,14
Kettles Hill (KHW1),63,57,2015,4,2,18,14
McBride Lake Windfarm (AKE1),73,4,2015,4,2,18,14
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,2,18,14
Soderglen Wind  (GWW1),71,14,2015,4,2,18,14
Summerview 1 (IEW1),66,7,2015,4,2,18,14
Summerview 2 (IEW2),66,1,2015,4,2,18,14
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,14
Suncor Magrath (SCR2),30,0,2015,4,2,18,14
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,14
Ardenville Wind (ARD1),68,8,2015,4,2,18,15
Blackspring Ridge (BSR1),300,0,2015,4,2,18,15
Blue Trail Wind (BTR1),66,2,2015,4,2,18,15
Castle River #1 (CR1),39,34,2015,4,2,18,15
Castle Rock Wind Farm (CRR1),77,47,2015,4,2,18,15
Cowley Ridge (CRW1),38,22,2015,4,2,18,15
Enmax Taber (TAB1),81,4,2015,4,2,18,15
Ghost Pine (NEP1),82,48,2015,4,2,18,15
Halkirk Wind Power Facility (HAL1),150,39,2015,4,2,18,15
Kettles Hill (KHW1),63,57,2015,4,2,18,15
McBride Lake Windfarm (AKE1),73,3,2015,4,2,18,15
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,2,18,15
Soderglen Wind  (GWW1),71,14,2015,4,2,18,15
Summerview 1 (IEW1),66,6,2015,4,2,18,15
Summerview 2 (IEW2),66,1,2015,4,2,18,15
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,15
Suncor Magrath (SCR2),30,0,2015,4,2,18,15
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,15
Ardenville Wind (ARD1),68,8,2015,4,2,18,16
Blackspring Ridge (BSR1),300,0,2015,4,2,18,16
Blue Trail Wind (BTR1),66,2,2015,4,2,18,16
Castle River #1 (CR1),39,34,2015,4,2,18,16
Castle Rock Wind Farm (CRR1),77,53,2015,4,2,18,16
Cowley Ridge (CRW1),38,22,2015,4,2,18,16
Enmax Taber (TAB1),81,3,2015,4,2,18,16
Ghost Pine (NEP1),82,46,2015,4,2,18,16
Halkirk Wind Power Facility (HAL1),150,42,2015,4,2,18,16
Kettles Hill (KHW1),63,57,2015,4,2,18,16
McBride Lake Windfarm (AKE1),73,3,2015,4,2,18,16
Oldman 2 Wind Farm 1 (OWF1),46,9,2015,4,2,18,16
Soderglen Wind  (GWW1),71,13,2015,4,2,18,16
Summerview 1 (IEW1),66,6,2015,4,2,18,16
Summerview 2 (IEW2),66,1,2015,4,2,18,16
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,16
Suncor Magrath (SCR2),30,0,2015,4,2,18,16
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,16
Ardenville Wind (ARD1),68,7,2015,4,2,18,17
Blackspring Ridge (BSR1),300,0,2015,4,2,18,17
Blue Trail Wind (BTR1),66,2,2015,4,2,18,17
Castle River #1 (CR1),39,29,2015,4,2,18,17
Castle Rock Wind Farm (CRR1),77,53,2015,4,2,18,17
Cowley Ridge (CRW1),38,21,2015,4,2,18,17
Enmax Taber (TAB1),81,3,2015,4,2,18,17
Ghost Pine (NEP1),82,43,2015,4,2,18,17
Halkirk Wind Power Facility (HAL1),150,43,2015,4,2,18,17
Kettles Hill (KHW1),63,57,2015,4,2,18,17
McBride Lake Windfarm (AKE1),73,3,2015,4,2,18,17
Oldman 2 Wind Farm 1 (OWF1),46,11,2015,4,2,18,17
Soderglen Wind  (GWW1),71,14,2015,4,2,18,17
Summerview 1 (IEW1),66,5,2015,4,2,18,17
Summerview 2 (IEW2),66,1,2015,4,2,18,17
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,17
Suncor Magrath (SCR2),30,0,2015,4,2,18,17
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,17
Ardenville Wind (ARD1),68,7,2015,4,2,18,18
Blackspring Ridge (BSR1),300,1,2015,4,2,18,18
Blue Trail Wind (BTR1),66,2,2015,4,2,18,18
Castle River #1 (CR1),39,27,2015,4,2,18,18
Castle Rock Wind Farm (CRR1),77,55,2015,4,2,18,18
Cowley Ridge (CRW1),38,19,2015,4,2,18,18
Enmax Taber (TAB1),81,3,2015,4,2,18,18
Ghost Pine (NEP1),82,44,2015,4,2,18,18
Halkirk Wind Power Facility (HAL1),150,44,2015,4,2,18,18
Kettles Hill (KHW1),63,57,2015,4,2,18,18
McBride Lake Windfarm (AKE1),73,7,2015,4,2,18,18
Oldman 2 Wind Farm 1 (OWF1),46,13,2015,4,2,18,18
Soderglen Wind  (GWW1),71,15,2015,4,2,18,18
Summerview 1 (IEW1),66,5,2015,4,2,18,18
Summerview 2 (IEW2),66,1,2015,4,2,18,18
Suncor Chin Chute (SCR3),30,1,2015,4,2,18,18
Suncor Magrath (SCR2),30,1,2015,4,2,18,18
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,18
Ardenville Wind (ARD1),68,8,2015,4,2,18,19
Blackspring Ridge (BSR1),300,1,2015,4,2,18,19
Blue Trail Wind (BTR1),66,2,2015,4,2,18,19
Castle River #1 (CR1),39,27,2015,4,2,18,19
Castle Rock Wind Farm (CRR1),77,55,2015,4,2,18,19
Cowley Ridge (CRW1),38,21,2015,4,2,18,19
Enmax Taber (TAB1),81,3,2015,4,2,18,19
Ghost Pine (NEP1),82,44,2015,4,2,18,19
Halkirk Wind Power Facility (HAL1),150,44,2015,4,2,18,19
Kettles Hill (KHW1),63,58,2015,4,2,18,19
McBride Lake Windfarm (AKE1),73,6,2015,4,2,18,19
Oldman 2 Wind Farm 1 (OWF1),46,14,2015,4,2,18,19
Soderglen Wind  (GWW1),71,17,2015,4,2,18,19
Summerview 1 (IEW1),66,5,2015,4,2,18,19
Summerview 2 (IEW2),66,1,2015,4,2,18,19
Suncor Chin Chute (SCR3),30,1,2015,4,2,18,19
Suncor Magrath (SCR2),30,3,2015,4,2,18,19
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,19
Ardenville Wind (ARD1),68,9,2015,4,2,18,20
Blackspring Ridge (BSR1),300,0,2015,4,2,18,20
Blue Trail Wind (BTR1),66,2,2015,4,2,18,20
Castle River #1 (CR1),39,25,2015,4,2,18,20
Castle Rock Wind Farm (CRR1),77,51,2015,4,2,18,20
Cowley Ridge (CRW1),38,22,2015,4,2,18,20
Enmax Taber (TAB1),81,2,2015,4,2,18,20
Ghost Pine (NEP1),82,45,2015,4,2,18,20
Halkirk Wind Power Facility (HAL1),150,47,2015,4,2,18,20
Kettles Hill (KHW1),63,60,2015,4,2,18,20
McBride Lake Windfarm (AKE1),73,9,2015,4,2,18,20
Oldman 2 Wind Farm 1 (OWF1),46,12,2015,4,2,18,20
Soderglen Wind  (GWW1),71,18,2015,4,2,18,20
Summerview 1 (IEW1),66,3,2015,4,2,18,20
Summerview 2 (IEW2),66,1,2015,4,2,18,20
Suncor Chin Chute (SCR3),30,1,2015,4,2,18,20
Suncor Magrath (SCR2),30,3,2015,4,2,18,20
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,20
Ardenville Wind (ARD1),68,9,2015,4,2,18,21
Blackspring Ridge (BSR1),300,0,2015,4,2,18,21
Blue Trail Wind (BTR1),66,2,2015,4,2,18,21
Castle River #1 (CR1),39,23,2015,4,2,18,21
Castle Rock Wind Farm (CRR1),77,50,2015,4,2,18,21
Cowley Ridge (CRW1),38,20,2015,4,2,18,21
Enmax Taber (TAB1),81,2,2015,4,2,18,21
Ghost Pine (NEP1),82,42,2015,4,2,18,21
Halkirk Wind Power Facility (HAL1),150,51,2015,4,2,18,21
Kettles Hill (KHW1),63,58,2015,4,2,18,21
McBride Lake Windfarm (AKE1),73,9,2015,4,2,18,21
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,2,18,21
Soderglen Wind  (GWW1),71,18,2015,4,2,18,21
Summerview 1 (IEW1),66,3,2015,4,2,18,21
Summerview 2 (IEW2),66,1,2015,4,2,18,21
Suncor Chin Chute (SCR3),30,1,2015,4,2,18,21
Suncor Magrath (SCR2),30,7,2015,4,2,18,21
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,21
Ardenville Wind (ARD1),68,9,2015,4,2,18,22
Blackspring Ridge (BSR1),300,0,2015,4,2,18,22
Blue Trail Wind (BTR1),66,1,2015,4,2,18,22
Castle River #1 (CR1),39,23,2015,4,2,18,22
Castle Rock Wind Farm (CRR1),77,56,2015,4,2,18,22
Cowley Ridge (CRW1),38,20,2015,4,2,18,22
Enmax Taber (TAB1),81,1,2015,4,2,18,22
Ghost Pine (NEP1),82,39,2015,4,2,18,22
Halkirk Wind Power Facility (HAL1),150,52,2015,4,2,18,22
Kettles Hill (KHW1),63,57,2015,4,2,18,22
McBride Lake Windfarm (AKE1),73,10,2015,4,2,18,22
Oldman 2 Wind Farm 1 (OWF1),46,9,2015,4,2,18,22
Soderglen Wind  (GWW1),71,19,2015,4,2,18,22
Summerview 1 (IEW1),66,4,2015,4,2,18,22
Summerview 2 (IEW2),66,1,2015,4,2,18,22
Suncor Chin Chute (SCR3),30,1,2015,4,2,18,22
Suncor Magrath (SCR2),30,8,2015,4,2,18,22
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,22
Ardenville Wind (ARD1),68,9,2015,4,2,18,23
Blackspring Ridge (BSR1),300,0,2015,4,2,18,23
Blue Trail Wind (BTR1),66,1,2015,4,2,18,23
Castle River #1 (CR1),39,25,2015,4,2,18,23
Castle Rock Wind Farm (CRR1),77,60,2015,4,2,18,23
Cowley Ridge (CRW1),38,20,2015,4,2,18,23
Enmax Taber (TAB1),81,1,2015,4,2,18,23
Ghost Pine (NEP1),82,39,2015,4,2,18,23
Halkirk Wind Power Facility (HAL1),150,59,2015,4,2,18,23
Kettles Hill (KHW1),63,59,2015,4,2,18,23
McBride Lake Windfarm (AKE1),73,10,2015,4,2,18,23
Oldman 2 Wind Farm 1 (OWF1),46,11,2015,4,2,18,23
Soderglen Wind  (GWW1),71,20,2015,4,2,18,23
Summerview 1 (IEW1),66,4,2015,4,2,18,23
Summerview 2 (IEW2),66,1,2015,4,2,18,23
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,23
Suncor Magrath (SCR2),30,9,2015,4,2,18,23
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,23
Ardenville Wind (ARD1),68,10,2015,4,2,18,24
Blackspring Ridge (BSR1),300,0,2015,4,2,18,24
Blue Trail Wind (BTR1),66,1,2015,4,2,18,24
Castle River #1 (CR1),39,25,2015,4,2,18,24
Castle Rock Wind Farm (CRR1),77,61,2015,4,2,18,24
Cowley Ridge (CRW1),38,20,2015,4,2,18,24
Enmax Taber (TAB1),81,1,2015,4,2,18,24
Ghost Pine (NEP1),82,37,2015,4,2,18,24
Halkirk Wind Power Facility (HAL1),150,62,2015,4,2,18,24
Kettles Hill (KHW1),63,59,2015,4,2,18,24
McBride Lake Windfarm (AKE1),73,10,2015,4,2,18,24
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,2,18,24
Soderglen Wind  (GWW1),71,21,2015,4,2,18,24
Summerview 1 (IEW1),66,5,2015,4,2,18,24
Summerview 2 (IEW2),66,1,2015,4,2,18,24
Suncor Chin Chute (SCR3),30,0,2015,4,2,18,24
Suncor Magrath (SCR2),30,10,2015,4,2,18,24
Suncor Wintering Hills (SCR4),88,87,2015,4,2,18,24
Ardenville Wind (ARD1),68,9,2015,4,2,18,25
Blackspring Ridge (BSR1),300,0,2015,4,2,18,25
Blue Trail Wind (BTR1),66,1,2015,4,2,18,25
Castle River #1 (CR1),39,27,2015,4,2,18,25
Castle Rock Wind Farm (CRR1),77,62,2015,4,2,18,25
Cowley Ridge (CRW1),38,22,2015,4,2,18,25
Enmax Taber (TAB1),81,1,2015,4,2,18,25
Ghost Pine (NEP1),82,36,2015,4,2,18,25
Halkirk Wind Power Facility (HAL1),150,62,2015,4,2,18,25
Kettles Hill (KHW1),63,58,2015,4,2,18,25
McBride Lake Windfarm (AKE1),73,10,2015,4,2,18,25
