Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Enmax Taber (TAB1),81,8,2015,4,6,2,4
Ghost Pine (NEP1),82,50,2015,4,6,2,4
Halkirk Wind Power Facility (HAL1),150,123,2015,4,6,2,4
Kettles Hill (KHW1),63,5,2015,4,6,2,4
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,4
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,6,2,4
Soderglen Wind  (GWW1),71,1,2015,4,6,2,4
Summerview 1 (IEW1),66,0,2015,4,6,2,4
Summerview 2 (IEW2),66,2,2015,4,6,2,4
Suncor Chin Chute (SCR3),30,3,2015,4,6,2,4
Suncor Magrath (SCR2),30,1,2015,4,6,2,4
Suncor Wintering Hills (SCR4),88,48,2015,4,6,2,4
Ardenville Wind (ARD1),68,0,2015,4,6,2,5
Blackspring Ridge (BSR1),300,35,2015,4,6,2,5
Blue Trail Wind (BTR1),66,0,2015,4,6,2,5
Castle River #1 (CR1),39,0,2015,4,6,2,5
Castle Rock Wind Farm (CRR1),77,9,2015,4,6,2,5
Cowley Ridge (CRW1),38,1,2015,4,6,2,5
Enmax Taber (TAB1),81,8,2015,4,6,2,5
Ghost Pine (NEP1),82,49,2015,4,6,2,5
Halkirk Wind Power Facility (HAL1),150,122,2015,4,6,2,5
Kettles Hill (KHW1),63,5,2015,4,6,2,5
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,5
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,5
Soderglen Wind  (GWW1),71,1,2015,4,6,2,5
Summerview 1 (IEW1),66,0,2015,4,6,2,5
Summerview 2 (IEW2),66,2,2015,4,6,2,5
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,5
Suncor Magrath (SCR2),30,1,2015,4,6,2,5
Suncor Wintering Hills (SCR4),88,48,2015,4,6,2,5
Ardenville Wind (ARD1),68,1,2015,4,6,2,6
Blackspring Ridge (BSR1),300,36,2015,4,6,2,6
Blue Trail Wind (BTR1),66,0,2015,4,6,2,6
Castle River #1 (CR1),39,0,2015,4,6,2,6
Castle Rock Wind Farm (CRR1),77,11,2015,4,6,2,6
Cowley Ridge (CRW1),38,1,2015,4,6,2,6
Enmax Taber (TAB1),81,9,2015,4,6,2,6
Ghost Pine (NEP1),82,51,2015,4,6,2,6
Halkirk Wind Power Facility (HAL1),150,123,2015,4,6,2,6
Kettles Hill (KHW1),63,5,2015,4,6,2,6
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,6
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,6,2,6
Soderglen Wind  (GWW1),71,1,2015,4,6,2,6
Summerview 1 (IEW1),66,0,2015,4,6,2,6
Summerview 2 (IEW2),66,2,2015,4,6,2,6
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,6
Suncor Magrath (SCR2),30,1,2015,4,6,2,6
Suncor Wintering Hills (SCR4),88,48,2015,4,6,2,6
Ardenville Wind (ARD1),68,1,2015,4,6,2,7
Blackspring Ridge (BSR1),300,36,2015,4,6,2,7
Blue Trail Wind (BTR1),66,0,2015,4,6,2,7
Castle River #1 (CR1),39,0,2015,4,6,2,7
Castle Rock Wind Farm (CRR1),77,11,2015,4,6,2,7
Cowley Ridge (CRW1),38,1,2015,4,6,2,7
Enmax Taber (TAB1),81,8,2015,4,6,2,7
Ghost Pine (NEP1),82,50,2015,4,6,2,7
Halkirk Wind Power Facility (HAL1),150,123,2015,4,6,2,7
Kettles Hill (KHW1),63,5,2015,4,6,2,7
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,7
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,6,2,7
Soderglen Wind  (GWW1),71,1,2015,4,6,2,7
Summerview 1 (IEW1),66,0,2015,4,6,2,7
Summerview 2 (IEW2),66,1,2015,4,6,2,7
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,7
Suncor Magrath (SCR2),30,1,2015,4,6,2,7
Suncor Wintering Hills (SCR4),88,48,2015,4,6,2,7
Ardenville Wind (ARD1),68,1,2015,4,6,2,8
Blackspring Ridge (BSR1),300,36,2015,4,6,2,8
Blue Trail Wind (BTR1),66,0,2015,4,6,2,8
Castle River #1 (CR1),39,0,2015,4,6,2,8
Castle Rock Wind Farm (CRR1),77,11,2015,4,6,2,8
Cowley Ridge (CRW1),38,1,2015,4,6,2,8
Enmax Taber (TAB1),81,8,2015,4,6,2,8
Ghost Pine (NEP1),82,50,2015,4,6,2,8
Halkirk Wind Power Facility (HAL1),150,124,2015,4,6,2,8
Kettles Hill (KHW1),63,5,2015,4,6,2,8
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,8
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,8
Soderglen Wind  (GWW1),71,1,2015,4,6,2,8
Summerview 1 (IEW1),66,0,2015,4,6,2,8
Summerview 2 (IEW2),66,1,2015,4,6,2,8
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,8
Suncor Magrath (SCR2),30,1,2015,4,6,2,8
Suncor Wintering Hills (SCR4),88,47,2015,4,6,2,8
Ardenville Wind (ARD1),68,1,2015,4,6,2,9
Blackspring Ridge (BSR1),300,37,2015,4,6,2,9
Blue Trail Wind (BTR1),66,0,2015,4,6,2,9
Castle River #1 (CR1),39,0,2015,4,6,2,9
Castle Rock Wind Farm (CRR1),77,11,2015,4,6,2,9
Cowley Ridge (CRW1),38,1,2015,4,6,2,9
Enmax Taber (TAB1),81,8,2015,4,6,2,9
Ghost Pine (NEP1),82,50,2015,4,6,2,9
Halkirk Wind Power Facility (HAL1),150,122,2015,4,6,2,9
Kettles Hill (KHW1),63,5,2015,4,6,2,9
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,9
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,9
Soderglen Wind  (GWW1),71,1,2015,4,6,2,9
Summerview 1 (IEW1),66,0,2015,4,6,2,9
Summerview 2 (IEW2),66,1,2015,4,6,2,9
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,9
Suncor Magrath (SCR2),30,1,2015,4,6,2,9
Suncor Wintering Hills (SCR4),88,46,2015,4,6,2,9
Ardenville Wind (ARD1),68,2,2015,4,6,2,10
Blackspring Ridge (BSR1),300,38,2015,4,6,2,10
Blue Trail Wind (BTR1),66,0,2015,4,6,2,10
Castle River #1 (CR1),39,0,2015,4,6,2,10
Castle Rock Wind Farm (CRR1),77,10,2015,4,6,2,10
Cowley Ridge (CRW1),38,1,2015,4,6,2,10
Enmax Taber (TAB1),81,8,2015,4,6,2,10
Ghost Pine (NEP1),82,50,2015,4,6,2,10
Halkirk Wind Power Facility (HAL1),150,121,2015,4,6,2,10
Kettles Hill (KHW1),63,3,2015,4,6,2,10
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,10
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,10
Soderglen Wind  (GWW1),71,1,2015,4,6,2,10
Summerview 1 (IEW1),66,0,2015,4,6,2,10
Summerview 2 (IEW2),66,1,2015,4,6,2,10
Suncor Chin Chute (SCR3),30,3,2015,4,6,2,10
Suncor Magrath (SCR2),30,1,2015,4,6,2,10
Suncor Wintering Hills (SCR4),88,49,2015,4,6,2,10
Ardenville Wind (ARD1),68,2,2015,4,6,2,11
Blackspring Ridge (BSR1),300,39,2015,4,6,2,11
Blue Trail Wind (BTR1),66,0,2015,4,6,2,11
Castle River #1 (CR1),39,0,2015,4,6,2,11
Castle Rock Wind Farm (CRR1),77,10,2015,4,6,2,11
Cowley Ridge (CRW1),38,1,2015,4,6,2,11
Enmax Taber (TAB1),81,9,2015,4,6,2,11
Ghost Pine (NEP1),82,51,2015,4,6,2,11
Halkirk Wind Power Facility (HAL1),150,121,2015,4,6,2,11
Kettles Hill (KHW1),63,2,2015,4,6,2,11
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,11
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,11
Soderglen Wind  (GWW1),71,1,2015,4,6,2,11
Summerview 1 (IEW1),66,0,2015,4,6,2,11
Summerview 2 (IEW2),66,1,2015,4,6,2,11
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,11
Suncor Magrath (SCR2),30,1,2015,4,6,2,11
Suncor Wintering Hills (SCR4),88,49,2015,4,6,2,11
Ardenville Wind (ARD1),68,2,2015,4,6,2,12
Blackspring Ridge (BSR1),300,39,2015,4,6,2,12
Blue Trail Wind (BTR1),66,1,2015,4,6,2,12
Castle River #1 (CR1),39,0,2015,4,6,2,12
Castle Rock Wind Farm (CRR1),77,10,2015,4,6,2,12
Cowley Ridge (CRW1),38,1,2015,4,6,2,12
Enmax Taber (TAB1),81,9,2015,4,6,2,12
Ghost Pine (NEP1),82,51,2015,4,6,2,12
Halkirk Wind Power Facility (HAL1),150,121,2015,4,6,2,12
Kettles Hill (KHW1),63,2,2015,4,6,2,12
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,12
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,12
Soderglen Wind  (GWW1),71,1,2015,4,6,2,12
Summerview 1 (IEW1),66,0,2015,4,6,2,12
Summerview 2 (IEW2),66,1,2015,4,6,2,12
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,12
Suncor Magrath (SCR2),30,1,2015,4,6,2,12
Suncor Wintering Hills (SCR4),88,49,2015,4,6,2,12
Ardenville Wind (ARD1),68,2,2015,4,6,2,13
Blackspring Ridge (BSR1),300,40,2015,4,6,2,13
Blue Trail Wind (BTR1),66,1,2015,4,6,2,13
Castle River #1 (CR1),39,0,2015,4,6,2,13
Castle Rock Wind Farm (CRR1),77,9,2015,4,6,2,13
Cowley Ridge (CRW1),38,1,2015,4,6,2,13
Enmax Taber (TAB1),81,9,2015,4,6,2,13
Ghost Pine (NEP1),82,52,2015,4,6,2,13
Halkirk Wind Power Facility (HAL1),150,120,2015,4,6,2,13
Kettles Hill (KHW1),63,2,2015,4,6,2,13
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,13
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,13
Soderglen Wind  (GWW1),71,1,2015,4,6,2,13
Summerview 1 (IEW1),66,0,2015,4,6,2,13
Summerview 2 (IEW2),66,1,2015,4,6,2,13
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,13
Suncor Magrath (SCR2),30,1,2015,4,6,2,13
Suncor Wintering Hills (SCR4),88,49,2015,4,6,2,13
Ardenville Wind (ARD1),68,2,2015,4,6,2,14
Blackspring Ridge (BSR1),300,41,2015,4,6,2,14
Blue Trail Wind (BTR1),66,1,2015,4,6,2,14
Castle River #1 (CR1),39,0,2015,4,6,2,14
Castle Rock Wind Farm (CRR1),77,9,2015,4,6,2,14
Cowley Ridge (CRW1),38,1,2015,4,6,2,14
Enmax Taber (TAB1),81,9,2015,4,6,2,14
Ghost Pine (NEP1),82,52,2015,4,6,2,14
Halkirk Wind Power Facility (HAL1),150,119,2015,4,6,2,14
Kettles Hill (KHW1),63,2,2015,4,6,2,14
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,14
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,14
Soderglen Wind  (GWW1),71,1,2015,4,6,2,14
Summerview 1 (IEW1),66,0,2015,4,6,2,14
Summerview 2 (IEW2),66,2,2015,4,6,2,14
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,14
Suncor Magrath (SCR2),30,1,2015,4,6,2,14
Suncor Wintering Hills (SCR4),88,49,2015,4,6,2,14
Ardenville Wind (ARD1),68,2,2015,4,6,2,15
Blackspring Ridge (BSR1),300,40,2015,4,6,2,15
Blue Trail Wind (BTR1),66,1,2015,4,6,2,15
Castle River #1 (CR1),39,0,2015,4,6,2,15
Castle Rock Wind Farm (CRR1),77,9,2015,4,6,2,15
Cowley Ridge (CRW1),38,1,2015,4,6,2,15
Enmax Taber (TAB1),81,9,2015,4,6,2,15
Ghost Pine (NEP1),82,53,2015,4,6,2,15
Halkirk Wind Power Facility (HAL1),150,118,2015,4,6,2,15
Kettles Hill (KHW1),63,2,2015,4,6,2,15
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,15
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,6,2,15
Soderglen Wind  (GWW1),71,1,2015,4,6,2,15
Summerview 1 (IEW1),66,0,2015,4,6,2,15
Summerview 2 (IEW2),66,2,2015,4,6,2,15
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,15
Suncor Magrath (SCR2),30,1,2015,4,6,2,15
Suncor Wintering Hills (SCR4),88,51,2015,4,6,2,15
Ardenville Wind (ARD1),68,2,2015,4,6,2,16
Blackspring Ridge (BSR1),300,42,2015,4,6,2,16
Blue Trail Wind (BTR1),66,1,2015,4,6,2,16
Castle River #1 (CR1),39,0,2015,4,6,2,16
Castle Rock Wind Farm (CRR1),77,8,2015,4,6,2,16
Cowley Ridge (CRW1),38,1,2015,4,6,2,16
Enmax Taber (TAB1),81,8,2015,4,6,2,16
Ghost Pine (NEP1),82,53,2015,4,6,2,16
Halkirk Wind Power Facility (HAL1),150,119,2015,4,6,2,16
Kettles Hill (KHW1),63,0,2015,4,6,2,16
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,16
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,16
Soderglen Wind  (GWW1),71,1,2015,4,6,2,16
Summerview 1 (IEW1),66,0,2015,4,6,2,16
Summerview 2 (IEW2),66,2,2015,4,6,2,16
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,16
Suncor Magrath (SCR2),30,1,2015,4,6,2,16
Suncor Wintering Hills (SCR4),88,51,2015,4,6,2,16
Ardenville Wind (ARD1),68,2,2015,4,6,2,17
Blackspring Ridge (BSR1),300,43,2015,4,6,2,17
Blue Trail Wind (BTR1),66,1,2015,4,6,2,17
Castle River #1 (CR1),39,0,2015,4,6,2,17
Castle Rock Wind Farm (CRR1),77,8,2015,4,6,2,17
Cowley Ridge (CRW1),38,1,2015,4,6,2,17
Enmax Taber (TAB1),81,9,2015,4,6,2,17
Ghost Pine (NEP1),82,53,2015,4,6,2,17
Halkirk Wind Power Facility (HAL1),150,119,2015,4,6,2,17
Kettles Hill (KHW1),63,0,2015,4,6,2,17
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,17
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,17
Soderglen Wind  (GWW1),71,1,2015,4,6,2,17
Summerview 1 (IEW1),66,0,2015,4,6,2,17
Summerview 2 (IEW2),66,2,2015,4,6,2,17
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,17
Suncor Magrath (SCR2),30,1,2015,4,6,2,17
Suncor Wintering Hills (SCR4),88,51,2015,4,6,2,17
Ardenville Wind (ARD1),68,2,2015,4,6,2,18
Blackspring Ridge (BSR1),300,44,2015,4,6,2,18
Blue Trail Wind (BTR1),66,1,2015,4,6,2,18
Castle River #1 (CR1),39,0,2015,4,6,2,18
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,2,18
Cowley Ridge (CRW1),38,1,2015,4,6,2,18
Enmax Taber (TAB1),81,9,2015,4,6,2,18
Ghost Pine (NEP1),82,54,2015,4,6,2,18
Halkirk Wind Power Facility (HAL1),150,119,2015,4,6,2,18
Kettles Hill (KHW1),63,0,2015,4,6,2,18
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,18
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,18
Soderglen Wind  (GWW1),71,1,2015,4,6,2,18
Summerview 1 (IEW1),66,0,2015,4,6,2,18
Summerview 2 (IEW2),66,2,2015,4,6,2,18
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,18
Suncor Magrath (SCR2),30,1,2015,4,6,2,18
Suncor Wintering Hills (SCR4),88,53,2015,4,6,2,18
Ardenville Wind (ARD1),68,2,2015,4,6,2,19
Blackspring Ridge (BSR1),300,45,2015,4,6,2,19
Blue Trail Wind (BTR1),66,1,2015,4,6,2,19
Castle River #1 (CR1),39,0,2015,4,6,2,19
Castle Rock Wind Farm (CRR1),77,6,2015,4,6,2,19
Cowley Ridge (CRW1),38,1,2015,4,6,2,19
Enmax Taber (TAB1),81,9,2015,4,6,2,19
Ghost Pine (NEP1),82,55,2015,4,6,2,19
Halkirk Wind Power Facility (HAL1),150,119,2015,4,6,2,19
Kettles Hill (KHW1),63,0,2015,4,6,2,19
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,19
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,19
Soderglen Wind  (GWW1),71,1,2015,4,6,2,19
Summerview 1 (IEW1),66,0,2015,4,6,2,19
Summerview 2 (IEW2),66,3,2015,4,6,2,19
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,19
Suncor Magrath (SCR2),30,1,2015,4,6,2,19
Suncor Wintering Hills (SCR4),88,52,2015,4,6,2,19
Ardenville Wind (ARD1),68,2,2015,4,6,2,20
Blackspring Ridge (BSR1),300,45,2015,4,6,2,20
Blue Trail Wind (BTR1),66,1,2015,4,6,2,20
Castle River #1 (CR1),39,0,2015,4,6,2,20
Castle Rock Wind Farm (CRR1),77,6,2015,4,6,2,20
Cowley Ridge (CRW1),38,1,2015,4,6,2,20
Enmax Taber (TAB1),81,9,2015,4,6,2,20
Ghost Pine (NEP1),82,55,2015,4,6,2,20
Halkirk Wind Power Facility (HAL1),150,118,2015,4,6,2,20
Kettles Hill (KHW1),63,0,2015,4,6,2,20
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,20
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,20
Soderglen Wind  (GWW1),71,1,2015,4,6,2,20
Summerview 1 (IEW1),66,0,2015,4,6,2,20
Summerview 2 (IEW2),66,3,2015,4,6,2,20
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,20
Suncor Magrath (SCR2),30,1,2015,4,6,2,20
Suncor Wintering Hills (SCR4),88,53,2015,4,6,2,20
Ardenville Wind (ARD1),68,2,2015,4,6,2,21
Blackspring Ridge (BSR1),300,47,2015,4,6,2,21
Blue Trail Wind (BTR1),66,1,2015,4,6,2,21
Castle River #1 (CR1),39,0,2015,4,6,2,21
Castle Rock Wind Farm (CRR1),77,6,2015,4,6,2,21
Cowley Ridge (CRW1),38,1,2015,4,6,2,21
Enmax Taber (TAB1),81,9,2015,4,6,2,21
Ghost Pine (NEP1),82,54,2015,4,6,2,21
Halkirk Wind Power Facility (HAL1),150,119,2015,4,6,2,21
Kettles Hill (KHW1),63,0,2015,4,6,2,21
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,21
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,21
Soderglen Wind  (GWW1),71,1,2015,4,6,2,21
Summerview 1 (IEW1),66,0,2015,4,6,2,21
Summerview 2 (IEW2),66,4,2015,4,6,2,21
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,21
Suncor Magrath (SCR2),30,1,2015,4,6,2,21
Suncor Wintering Hills (SCR4),88,54,2015,4,6,2,21
Ardenville Wind (ARD1),68,2,2015,4,6,2,22
Blackspring Ridge (BSR1),300,48,2015,4,6,2,22
Blue Trail Wind (BTR1),66,1,2015,4,6,2,22
Castle River #1 (CR1),39,0,2015,4,6,2,22
Castle Rock Wind Farm (CRR1),77,6,2015,4,6,2,22
Cowley Ridge (CRW1),38,1,2015,4,6,2,22
Enmax Taber (TAB1),81,9,2015,4,6,2,22
Ghost Pine (NEP1),82,55,2015,4,6,2,22
Halkirk Wind Power Facility (HAL1),150,119,2015,4,6,2,22
Kettles Hill (KHW1),63,0,2015,4,6,2,22
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,22
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,22
Soderglen Wind  (GWW1),71,1,2015,4,6,2,22
Summerview 1 (IEW1),66,0,2015,4,6,2,22
Summerview 2 (IEW2),66,4,2015,4,6,2,22
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,22
Suncor Magrath (SCR2),30,1,2015,4,6,2,22
Suncor Wintering Hills (SCR4),88,54,2015,4,6,2,22
Ardenville Wind (ARD1),68,2,2015,4,6,2,23
Blackspring Ridge (BSR1),300,50,2015,4,6,2,23
Blue Trail Wind (BTR1),66,1,2015,4,6,2,23
Castle River #1 (CR1),39,0,2015,4,6,2,23
Castle Rock Wind Farm (CRR1),77,6,2015,4,6,2,23
Cowley Ridge (CRW1),38,1,2015,4,6,2,23
Enmax Taber (TAB1),81,9,2015,4,6,2,23
Ghost Pine (NEP1),82,54,2015,4,6,2,23
Halkirk Wind Power Facility (HAL1),150,118,2015,4,6,2,23
Kettles Hill (KHW1),63,0,2015,4,6,2,23
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,23
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,23
Soderglen Wind  (GWW1),71,1,2015,4,6,2,23
Summerview 1 (IEW1),66,0,2015,4,6,2,23
Summerview 2 (IEW2),66,4,2015,4,6,2,23
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,23
Suncor Magrath (SCR2),30,1,2015,4,6,2,23
Suncor Wintering Hills (SCR4),88,54,2015,4,6,2,23
Ardenville Wind (ARD1),68,2,2015,4,6,2,24
Blackspring Ridge (BSR1),300,52,2015,4,6,2,24
Blue Trail Wind (BTR1),66,1,2015,4,6,2,24
Castle River #1 (CR1),39,0,2015,4,6,2,24
Castle Rock Wind Farm (CRR1),77,5,2015,4,6,2,24
Cowley Ridge (CRW1),38,1,2015,4,6,2,24
Enmax Taber (TAB1),81,9,2015,4,6,2,24
Ghost Pine (NEP1),82,55,2015,4,6,2,24
Halkirk Wind Power Facility (HAL1),150,116,2015,4,6,2,24
Kettles Hill (KHW1),63,0,2015,4,6,2,24
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,24
Oldman 2 Wind Farm 1 (OWF1),46,6,2015,4,6,2,24
Soderglen Wind  (GWW1),71,1,2015,4,6,2,24
Summerview 1 (IEW1),66,0,2015,4,6,2,24
Summerview 2 (IEW2),66,4,2015,4,6,2,24
Suncor Chin Chute (SCR3),30,4,2015,4,6,2,24
Suncor Magrath (SCR2),30,1,2015,4,6,2,24
Suncor Wintering Hills (SCR4),88,55,2015,4,6,2,24
Ardenville Wind (ARD1),68,2,2015,4,6,2,25
Blackspring Ridge (BSR1),300,52,2015,4,6,2,25
Blue Trail Wind (BTR1),66,1,2015,4,6,2,25
Castle River #1 (CR1),39,0,2015,4,6,2,25
Castle Rock Wind Farm (CRR1),77,5,2015,4,6,2,25
Cowley Ridge (CRW1),38,1,2015,4,6,2,25
Enmax Taber (TAB1),81,9,2015,4,6,2,25
Ghost Pine (NEP1),82,56,2015,4,6,2,25
Halkirk Wind Power Facility (HAL1),150,116,2015,4,6,2,25
Kettles Hill (KHW1),63,0,2015,4,6,2,25
McBride Lake Windfarm (AKE1),73,0,2015,4,6,2,25
