Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Castle River #1 (CR1),39,38,2015,4,30,15,5
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,5
Cowley Ridge (CRW1),38,28,2015,4,30,15,5
Enmax Taber (TAB1),81,55,2015,4,30,15,5
Ghost Pine (NEP1),82,50,2015,4,30,15,5
Halkirk Wind Power Facility (HAL1),150,38,2015,4,30,15,5
Kettles Hill (KHW1),63,61,2015,4,30,15,5
McBride Lake Windfarm (AKE1),73,70,2015,4,30,15,5
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,30,15,5
Soderglen Wind  (GWW1),71,52,2015,4,30,15,5
Summerview 1 (IEW1),66,63,2015,4,30,15,5
Summerview 2 (IEW2),66,57,2015,4,30,15,5
Suncor Chin Chute (SCR3),30,28,2015,4,30,15,5
Suncor Magrath (SCR2),30,28,2015,4,30,15,5
Suncor Wintering Hills (SCR4),88,53,2015,4,30,15,5
Ardenville Wind (ARD1),68,64,2015,4,30,15,6
Blackspring Ridge (BSR1),300,264,2015,4,30,15,6
Blue Trail Wind (BTR1),66,64,2015,4,30,15,6
Castle River #1 (CR1),39,38,2015,4,30,15,6
Castle Rock Wind Farm (CRR1),77,75,2015,4,30,15,6
Cowley Ridge (CRW1),38,26,2015,4,30,15,6
Enmax Taber (TAB1),81,53,2015,4,30,15,6
Ghost Pine (NEP1),82,48,2015,4,30,15,6
Halkirk Wind Power Facility (HAL1),150,37,2015,4,30,15,6
Kettles Hill (KHW1),63,60,2015,4,30,15,6
McBride Lake Windfarm (AKE1),73,70,2015,4,30,15,6
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,6
Soderglen Wind  (GWW1),71,48,2015,4,30,15,6
Summerview 1 (IEW1),66,62,2015,4,30,15,6
Summerview 2 (IEW2),66,56,2015,4,30,15,6
Suncor Chin Chute (SCR3),30,29,2015,4,30,15,6
Suncor Magrath (SCR2),30,30,2015,4,30,15,6
Suncor Wintering Hills (SCR4),88,52,2015,4,30,15,6
Ardenville Wind (ARD1),68,62,2015,4,30,15,7
Blackspring Ridge (BSR1),300,267,2015,4,30,15,7
Blue Trail Wind (BTR1),66,64,2015,4,30,15,7
Castle River #1 (CR1),39,38,2015,4,30,15,7
Castle Rock Wind Farm (CRR1),77,75,2015,4,30,15,7
Cowley Ridge (CRW1),38,26,2015,4,30,15,7
Enmax Taber (TAB1),81,52,2015,4,30,15,7
Ghost Pine (NEP1),82,49,2015,4,30,15,7
Halkirk Wind Power Facility (HAL1),150,36,2015,4,30,15,7
Kettles Hill (KHW1),63,60,2015,4,30,15,7
McBride Lake Windfarm (AKE1),73,70,2015,4,30,15,7
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,7
Soderglen Wind  (GWW1),71,49,2015,4,30,15,7
Summerview 1 (IEW1),66,62,2015,4,30,15,7
Summerview 2 (IEW2),66,59,2015,4,30,15,7
Suncor Chin Chute (SCR3),30,28,2015,4,30,15,7
Suncor Magrath (SCR2),30,30,2015,4,30,15,7
Suncor Wintering Hills (SCR4),88,47,2015,4,30,15,7
Ardenville Wind (ARD1),68,60,2015,4,30,15,8
Blackspring Ridge (BSR1),300,269,2015,4,30,15,8
Blue Trail Wind (BTR1),66,64,2015,4,30,15,8
Castle River #1 (CR1),39,38,2015,4,30,15,8
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,8
Cowley Ridge (CRW1),38,26,2015,4,30,15,8
Enmax Taber (TAB1),81,51,2015,4,30,15,8
Ghost Pine (NEP1),82,50,2015,4,30,15,8
Halkirk Wind Power Facility (HAL1),150,35,2015,4,30,15,8
Kettles Hill (KHW1),63,62,2015,4,30,15,8
McBride Lake Windfarm (AKE1),73,70,2015,4,30,15,8
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,30,15,8
Soderglen Wind  (GWW1),71,56,2015,4,30,15,8
Summerview 1 (IEW1),66,63,2015,4,30,15,8
Summerview 2 (IEW2),66,60,2015,4,30,15,8
Suncor Chin Chute (SCR3),30,29,2015,4,30,15,8
Suncor Magrath (SCR2),30,30,2015,4,30,15,8
Suncor Wintering Hills (SCR4),88,54,2015,4,30,15,8
Ardenville Wind (ARD1),68,57,2015,4,30,15,9
Blackspring Ridge (BSR1),300,269,2015,4,30,15,9
Blue Trail Wind (BTR1),66,63,2015,4,30,15,9
Castle River #1 (CR1),39,38,2015,4,30,15,9
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,9
Cowley Ridge (CRW1),38,27,2015,4,30,15,9
Enmax Taber (TAB1),81,54,2015,4,30,15,9
Ghost Pine (NEP1),82,54,2015,4,30,15,9
Halkirk Wind Power Facility (HAL1),150,40,2015,4,30,15,9
Kettles Hill (KHW1),63,61,2015,4,30,15,9
McBride Lake Windfarm (AKE1),73,68,2015,4,30,15,9
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,30,15,9
Soderglen Wind  (GWW1),71,54,2015,4,30,15,9
Summerview 1 (IEW1),66,62,2015,4,30,15,9
Summerview 2 (IEW2),66,58,2015,4,30,15,9
Suncor Chin Chute (SCR3),30,27,2015,4,30,15,9
Suncor Magrath (SCR2),30,30,2015,4,30,15,9
Suncor Wintering Hills (SCR4),88,54,2015,4,30,15,9
Ardenville Wind (ARD1),68,60,2015,4,30,15,10
Blackspring Ridge (BSR1),300,272,2015,4,30,15,10
Blue Trail Wind (BTR1),66,63,2015,4,30,15,10
Castle River #1 (CR1),39,38,2015,4,30,15,10
Castle Rock Wind Farm (CRR1),77,74,2015,4,30,15,10
Cowley Ridge (CRW1),38,27,2015,4,30,15,10
Enmax Taber (TAB1),81,56,2015,4,30,15,10
Ghost Pine (NEP1),82,59,2015,4,30,15,10
Halkirk Wind Power Facility (HAL1),150,38,2015,4,30,15,10
Kettles Hill (KHW1),63,61,2015,4,30,15,10
McBride Lake Windfarm (AKE1),73,69,2015,4,30,15,10
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,10
Soderglen Wind  (GWW1),71,53,2015,4,30,15,10
Summerview 1 (IEW1),66,63,2015,4,30,15,10
Summerview 2 (IEW2),66,58,2015,4,30,15,10
Suncor Chin Chute (SCR3),30,28,2015,4,30,15,10
Suncor Magrath (SCR2),30,30,2015,4,30,15,10
Suncor Wintering Hills (SCR4),88,51,2015,4,30,15,10
Ardenville Wind (ARD1),68,62,2015,4,30,15,11
Blackspring Ridge (BSR1),300,271,2015,4,30,15,11
Blue Trail Wind (BTR1),66,63,2015,4,30,15,11
Castle River #1 (CR1),39,38,2015,4,30,15,11
Castle Rock Wind Farm (CRR1),77,75,2015,4,30,15,11
Cowley Ridge (CRW1),38,28,2015,4,30,15,11
Enmax Taber (TAB1),81,58,2015,4,30,15,11
Ghost Pine (NEP1),82,58,2015,4,30,15,11
Halkirk Wind Power Facility (HAL1),150,39,2015,4,30,15,11
Kettles Hill (KHW1),63,62,2015,4,30,15,11
McBride Lake Windfarm (AKE1),73,69,2015,4,30,15,11
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,30,15,11
Soderglen Wind  (GWW1),71,58,2015,4,30,15,11
Summerview 1 (IEW1),66,62,2015,4,30,15,11
Summerview 2 (IEW2),66,61,2015,4,30,15,11
Suncor Chin Chute (SCR3),30,28,2015,4,30,15,11
Suncor Magrath (SCR2),30,29,2015,4,30,15,11
Suncor Wintering Hills (SCR4),88,54,2015,4,30,15,11
Ardenville Wind (ARD1),68,62,2015,4,30,15,12
Blackspring Ridge (BSR1),300,267,2015,4,30,15,12
Blue Trail Wind (BTR1),66,65,2015,4,30,15,12
Castle River #1 (CR1),39,38,2015,4,30,15,12
Castle Rock Wind Farm (CRR1),77,75,2015,4,30,15,12
Cowley Ridge (CRW1),38,27,2015,4,30,15,12
Enmax Taber (TAB1),81,53,2015,4,30,15,12
Ghost Pine (NEP1),82,52,2015,4,30,15,12
Halkirk Wind Power Facility (HAL1),150,39,2015,4,30,15,12
Kettles Hill (KHW1),63,61,2015,4,30,15,12
McBride Lake Windfarm (AKE1),73,67,2015,4,30,15,12
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,12
Soderglen Wind  (GWW1),71,57,2015,4,30,15,12
Summerview 1 (IEW1),66,62,2015,4,30,15,12
Summerview 2 (IEW2),66,58,2015,4,30,15,12
Suncor Chin Chute (SCR3),30,27,2015,4,30,15,12
Suncor Magrath (SCR2),30,29,2015,4,30,15,12
Suncor Wintering Hills (SCR4),88,55,2015,4,30,15,12
Ardenville Wind (ARD1),68,62,2015,4,30,15,13
Blackspring Ridge (BSR1),300,264,2015,4,30,15,13
Blue Trail Wind (BTR1),66,65,2015,4,30,15,13
Castle River #1 (CR1),39,38,2015,4,30,15,13
Castle Rock Wind Farm (CRR1),77,73,2015,4,30,15,13
Cowley Ridge (CRW1),38,28,2015,4,30,15,13
Enmax Taber (TAB1),81,53,2015,4,30,15,13
Ghost Pine (NEP1),82,53,2015,4,30,15,13
Halkirk Wind Power Facility (HAL1),150,38,2015,4,30,15,13
Kettles Hill (KHW1),63,62,2015,4,30,15,13
McBride Lake Windfarm (AKE1),73,69,2015,4,30,15,13
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,13
Soderglen Wind  (GWW1),71,58,2015,4,30,15,13
Summerview 1 (IEW1),66,62,2015,4,30,15,13
Summerview 2 (IEW2),66,61,2015,4,30,15,13
Suncor Chin Chute (SCR3),30,27,2015,4,30,15,13
Suncor Magrath (SCR2),30,28,2015,4,30,15,13
Suncor Wintering Hills (SCR4),88,57,2015,4,30,15,13
Ardenville Wind (ARD1),68,62,2015,4,30,15,14
Blackspring Ridge (BSR1),300,266,2015,4,30,15,14
Blue Trail Wind (BTR1),66,64,2015,4,30,15,14
Castle River #1 (CR1),39,38,2015,4,30,15,14
Castle Rock Wind Farm (CRR1),77,74,2015,4,30,15,14
Cowley Ridge (CRW1),38,26,2015,4,30,15,14
Enmax Taber (TAB1),81,57,2015,4,30,15,14
Ghost Pine (NEP1),82,49,2015,4,30,15,14
Halkirk Wind Power Facility (HAL1),150,37,2015,4,30,15,14
Kettles Hill (KHW1),63,61,2015,4,30,15,14
McBride Lake Windfarm (AKE1),73,69,2015,4,30,15,14
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,14
Soderglen Wind  (GWW1),71,53,2015,4,30,15,14
Summerview 1 (IEW1),66,63,2015,4,30,15,14
Summerview 2 (IEW2),66,60,2015,4,30,15,14
Suncor Chin Chute (SCR3),30,27,2015,4,30,15,14
Suncor Magrath (SCR2),30,27,2015,4,30,15,14
Suncor Wintering Hills (SCR4),88,57,2015,4,30,15,14
Ardenville Wind (ARD1),68,58,2015,4,30,15,15
Blackspring Ridge (BSR1),300,262,2015,4,30,15,15
Blue Trail Wind (BTR1),66,64,2015,4,30,15,15
Castle River #1 (CR1),39,38,2015,4,30,15,15
Castle Rock Wind Farm (CRR1),77,73,2015,4,30,15,15
Cowley Ridge (CRW1),38,27,2015,4,30,15,15
Enmax Taber (TAB1),81,65,2015,4,30,15,15
Ghost Pine (NEP1),82,46,2015,4,30,15,15
Halkirk Wind Power Facility (HAL1),150,34,2015,4,30,15,15
Kettles Hill (KHW1),63,61,2015,4,30,15,15
McBride Lake Windfarm (AKE1),73,70,2015,4,30,15,15
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,15
Soderglen Wind  (GWW1),71,56,2015,4,30,15,15
Summerview 1 (IEW1),66,63,2015,4,30,15,15
Summerview 2 (IEW2),66,60,2015,4,30,15,15
Suncor Chin Chute (SCR3),30,27,2015,4,30,15,15
Suncor Magrath (SCR2),30,24,2015,4,30,15,15
Suncor Wintering Hills (SCR4),88,54,2015,4,30,15,15
Ardenville Wind (ARD1),68,55,2015,4,30,15,16
Blackspring Ridge (BSR1),300,261,2015,4,30,15,16
Blue Trail Wind (BTR1),66,65,2015,4,30,15,16
Castle River #1 (CR1),39,38,2015,4,30,15,16
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,16
Cowley Ridge (CRW1),38,28,2015,4,30,15,16
Enmax Taber (TAB1),81,64,2015,4,30,15,16
Ghost Pine (NEP1),82,48,2015,4,30,15,16
Halkirk Wind Power Facility (HAL1),150,37,2015,4,30,15,16
Kettles Hill (KHW1),63,62,2015,4,30,15,16
McBride Lake Windfarm (AKE1),73,69,2015,4,30,15,16
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,16
Soderglen Wind  (GWW1),71,57,2015,4,30,15,16
Summerview 1 (IEW1),66,63,2015,4,30,15,16
Summerview 2 (IEW2),66,61,2015,4,30,15,16
Suncor Chin Chute (SCR3),30,26,2015,4,30,15,16
Suncor Magrath (SCR2),30,26,2015,4,30,15,16
Suncor Wintering Hills (SCR4),88,55,2015,4,30,15,16
Ardenville Wind (ARD1),68,57,2015,4,30,15,17
Blackspring Ridge (BSR1),300,269,2015,4,30,15,17
Blue Trail Wind (BTR1),66,64,2015,4,30,15,17
Castle River #1 (CR1),39,38,2015,4,30,15,17
Castle Rock Wind Farm (CRR1),77,75,2015,4,30,15,17
Cowley Ridge (CRW1),38,27,2015,4,30,15,17
Enmax Taber (TAB1),81,67,2015,4,30,15,17
Ghost Pine (NEP1),82,47,2015,4,30,15,17
Halkirk Wind Power Facility (HAL1),150,36,2015,4,30,15,17
Kettles Hill (KHW1),63,60,2015,4,30,15,17
McBride Lake Windfarm (AKE1),73,71,2015,4,30,15,17
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,30,15,17
Soderglen Wind  (GWW1),71,57,2015,4,30,15,17
Summerview 1 (IEW1),66,62,2015,4,30,15,17
Summerview 2 (IEW2),66,59,2015,4,30,15,17
Suncor Chin Chute (SCR3),30,26,2015,4,30,15,17
Suncor Magrath (SCR2),30,29,2015,4,30,15,17
Suncor Wintering Hills (SCR4),88,54,2015,4,30,15,17
Ardenville Wind (ARD1),68,59,2015,4,30,15,18
Blackspring Ridge (BSR1),300,270,2015,4,30,15,18
Blue Trail Wind (BTR1),66,64,2015,4,30,15,18
Castle River #1 (CR1),39,38,2015,4,30,15,18
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,18
Cowley Ridge (CRW1),38,28,2015,4,30,15,18
Enmax Taber (TAB1),81,67,2015,4,30,15,18
Ghost Pine (NEP1),82,44,2015,4,30,15,18
Halkirk Wind Power Facility (HAL1),150,37,2015,4,30,15,18
Kettles Hill (KHW1),63,61,2015,4,30,15,18
McBride Lake Windfarm (AKE1),73,71,2015,4,30,15,18
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,18
Soderglen Wind  (GWW1),71,57,2015,4,30,15,18
Summerview 1 (IEW1),66,63,2015,4,30,15,18
Summerview 2 (IEW2),66,59,2015,4,30,15,18
Suncor Chin Chute (SCR3),30,29,2015,4,30,15,18
Suncor Magrath (SCR2),30,28,2015,4,30,15,18
Suncor Wintering Hills (SCR4),88,53,2015,4,30,15,18
Ardenville Wind (ARD1),68,61,2015,4,30,15,19
Blackspring Ridge (BSR1),300,270,2015,4,30,15,19
Blue Trail Wind (BTR1),66,65,2015,4,30,15,19
Castle River #1 (CR1),39,38,2015,4,30,15,19
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,19
Cowley Ridge (CRW1),38,27,2015,4,30,15,19
Enmax Taber (TAB1),81,67,2015,4,30,15,19
Ghost Pine (NEP1),82,44,2015,4,30,15,19
Halkirk Wind Power Facility (HAL1),150,37,2015,4,30,15,19
Kettles Hill (KHW1),63,62,2015,4,30,15,19
McBride Lake Windfarm (AKE1),73,71,2015,4,30,15,19
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,19
Soderglen Wind  (GWW1),71,57,2015,4,30,15,19
Summerview 1 (IEW1),66,63,2015,4,30,15,19
Summerview 2 (IEW2),66,59,2015,4,30,15,19
Suncor Chin Chute (SCR3),30,28,2015,4,30,15,19
Suncor Magrath (SCR2),30,29,2015,4,30,15,19
Suncor Wintering Hills (SCR4),88,58,2015,4,30,15,19
Ardenville Wind (ARD1),68,61,2015,4,30,15,20
Blackspring Ridge (BSR1),300,272,2015,4,30,15,20
Blue Trail Wind (BTR1),66,64,2015,4,30,15,20
Castle River #1 (CR1),39,38,2015,4,30,15,20
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,20
Cowley Ridge (CRW1),38,27,2015,4,30,15,20
Enmax Taber (TAB1),81,69,2015,4,30,15,20
Ghost Pine (NEP1),82,46,2015,4,30,15,20
Halkirk Wind Power Facility (HAL1),150,37,2015,4,30,15,20
Kettles Hill (KHW1),63,62,2015,4,30,15,20
McBride Lake Windfarm (AKE1),73,71,2015,4,30,15,20
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,30,15,20
Soderglen Wind  (GWW1),71,55,2015,4,30,15,20
Summerview 1 (IEW1),66,62,2015,4,30,15,20
Summerview 2 (IEW2),66,56,2015,4,30,15,20
Suncor Chin Chute (SCR3),30,28,2015,4,30,15,20
Suncor Magrath (SCR2),30,29,2015,4,30,15,20
Suncor Wintering Hills (SCR4),88,52,2015,4,30,15,20
Ardenville Wind (ARD1),68,65,2015,4,30,15,21
Blackspring Ridge (BSR1),300,268,2015,4,30,15,21
Blue Trail Wind (BTR1),66,63,2015,4,30,15,21
Castle River #1 (CR1),39,38,2015,4,30,15,21
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,21
Cowley Ridge (CRW1),38,27,2015,4,30,15,21
Enmax Taber (TAB1),81,66,2015,4,30,15,21
Ghost Pine (NEP1),82,53,2015,4,30,15,21
Halkirk Wind Power Facility (HAL1),150,38,2015,4,30,15,21
Kettles Hill (KHW1),63,62,2015,4,30,15,21
McBride Lake Windfarm (AKE1),73,70,2015,4,30,15,21
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,30,15,21
Soderglen Wind  (GWW1),71,57,2015,4,30,15,21
Summerview 1 (IEW1),66,63,2015,4,30,15,21
Summerview 2 (IEW2),66,53,2015,4,30,15,21
Suncor Chin Chute (SCR3),30,28,2015,4,30,15,21
Suncor Magrath (SCR2),30,27,2015,4,30,15,21
Suncor Wintering Hills (SCR4),88,51,2015,4,30,15,21
Ardenville Wind (ARD1),68,65,2015,4,30,15,22
Blackspring Ridge (BSR1),300,276,2015,4,30,15,22
Blue Trail Wind (BTR1),66,64,2015,4,30,15,22
Castle River #1 (CR1),39,38,2015,4,30,15,22
Castle Rock Wind Farm (CRR1),77,75,2015,4,30,15,22
Cowley Ridge (CRW1),38,27,2015,4,30,15,22
Enmax Taber (TAB1),81,66,2015,4,30,15,22
Ghost Pine (NEP1),82,53,2015,4,30,15,22
Halkirk Wind Power Facility (HAL1),150,37,2015,4,30,15,22
Kettles Hill (KHW1),63,61,2015,4,30,15,22
McBride Lake Windfarm (AKE1),73,70,2015,4,30,15,22
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,22
Soderglen Wind  (GWW1),71,59,2015,4,30,15,22
Summerview 1 (IEW1),66,63,2015,4,30,15,22
Summerview 2 (IEW2),66,56,2015,4,30,15,22
Suncor Chin Chute (SCR3),30,27,2015,4,30,15,22
Suncor Magrath (SCR2),30,24,2015,4,30,15,22
Suncor Wintering Hills (SCR4),88,52,2015,4,30,15,22
Ardenville Wind (ARD1),68,65,2015,4,30,15,23
Blackspring Ridge (BSR1),300,275,2015,4,30,15,23
Blue Trail Wind (BTR1),66,60,2015,4,30,15,23
Castle River #1 (CR1),39,38,2015,4,30,15,23
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,23
Cowley Ridge (CRW1),38,25,2015,4,30,15,23
Enmax Taber (TAB1),81,69,2015,4,30,15,23
Ghost Pine (NEP1),82,48,2015,4,30,15,23
Halkirk Wind Power Facility (HAL1),150,39,2015,4,30,15,23
Kettles Hill (KHW1),63,62,2015,4,30,15,23
McBride Lake Windfarm (AKE1),73,68,2015,4,30,15,23
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,23
Soderglen Wind  (GWW1),71,60,2015,4,30,15,23
Summerview 1 (IEW1),66,63,2015,4,30,15,23
Summerview 2 (IEW2),66,54,2015,4,30,15,23
Suncor Chin Chute (SCR3),30,27,2015,4,30,15,23
Suncor Magrath (SCR2),30,25,2015,4,30,15,23
Suncor Wintering Hills (SCR4),88,57,2015,4,30,15,23
Ardenville Wind (ARD1),68,62,2015,4,30,15,24
Blackspring Ridge (BSR1),300,273,2015,4,30,15,24
Blue Trail Wind (BTR1),66,60,2015,4,30,15,24
Castle River #1 (CR1),39,38,2015,4,30,15,24
Castle Rock Wind Farm (CRR1),77,76,2015,4,30,15,24
Cowley Ridge (CRW1),38,25,2015,4,30,15,24
Enmax Taber (TAB1),81,64,2015,4,30,15,24
Ghost Pine (NEP1),82,52,2015,4,30,15,24
Halkirk Wind Power Facility (HAL1),150,46,2015,4,30,15,24
Kettles Hill (KHW1),63,62,2015,4,30,15,24
McBride Lake Windfarm (AKE1),73,68,2015,4,30,15,24
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,30,15,24
Soderglen Wind  (GWW1),71,60,2015,4,30,15,24
Summerview 1 (IEW1),66,62,2015,4,30,15,24
Summerview 2 (IEW2),66,56,2015,4,30,15,24
Suncor Chin Chute (SCR3),30,26,2015,4,30,15,24
Suncor Magrath (SCR2),30,26,2015,4,30,15,24
Suncor Wintering Hills (SCR4),88,57,2015,4,30,15,24
Ardenville Wind (ARD1),68,64,2015,4,30,15,25
Blackspring Ridge (BSR1),300,274,2015,4,30,15,25
Blue Trail Wind (BTR1),66,59,2015,4,30,15,25
Castle River #1 (CR1),39,38,2015,4,30,15,25
Castle Rock Wind Farm (CRR1),77,75,2015,4,30,15,25
Cowley Ridge (CRW1),38,25,2015,4,30,15,25
Enmax Taber (TAB1),81,64,2015,4,30,15,25
Ghost Pine (NEP1),82,52,2015,4,30,15,25
Halkirk Wind Power Facility (HAL1),150,41,2015,4,30,15,25
Kettles Hill (KHW1),63,61,2015,4,30,15,25
McBride Lake Windfarm (AKE1),73,68,2015,4,30,15,25
